,Date,Confirm Time,Block Size,Cost/TXN,Difficulty,TXN Vol,Hash Rate,Market Cap,Miners Rev,TXN/Block,Number of TXN,Unique Addresses,Total Bitcoin,TXN Fees,Trade Vol,TXN/Trade Ratio,Price,Price Binary
0,2016-07-17,7.76,0.68,7.32,213398925331.0,129816925.1,1665474.54,10453324633.1,1302095.02,1160.45,182192.0,356533.0,15763137.5,50.67,13030366.55,60.582145482600005,679.051,1
1,2016-07-16,8.98,0.79,5.38,213398925331.0,187503475.3,1432095.94,10514437454.2,1127082.34,1600.59,216081.0,367739.0,15761175.0,55.22,26928546.83,93.1540589114,663.541,0
2,2016-07-15,9.23,0.79,5.49,213398925331.0,164674255.32,1506352.77,10423167437.6,1175290.03,1553.9,220655.0,367953.0,15759487.5,58.38,34318017.31,76.3547780853,664.876,1
3,2016-07-14,10.73,0.81,5.06,213398925331.0,187860897.96,1379055.35,10366219391.2,1070321.94,1677.63,218093.0,367252.0,15757725.0,53.55,53026862.77,86.47388884360001,659.636,1
4,2016-07-13,9.26,0.77,5.69,213398925331.0,193691457.42,1516960.89,10682486713.9,1213263.1,1531.7,219034.0,379937.0,15756112.5,51.17,48343367.13,39.4733175548,653.934,0
5,2016-07-12,7.96,0.79,5.49,213398925331.0,166782085.8,1516960.89,10240153706.8,1162507.11,1525.09,218089.0,395742.0,15754325.0,57.33,26402272.48,57.0098951949,664.839,1
6,2016-07-11,6.79,0.58,7.94,213398925331.0,102817416.16,1654866.42,10235998867.5,1267110.0,1042.35,162608.0,325550.0,15752537.5,38.56,28357316.1,80.8989332947,649.027,0
7,2016-07-10,7.68,0.65,11.14,213398925331.0,141090463.31,1580609.59,10262295285.6,2036093.74,1244.32,185405.0,355380.0,15750587.5,47.4,78574448.68,62.3646137447,649.962,0
8,2016-07-09,9.19,0.77,11.56,213398925331.0,192407460.74,1538177.12,10423237155.0,2401373.19,1453.11,210701.0,363919.0,15747450.0,57.25,46643049.37,32.8783690106,650.627,0
9,2016-07-08,8.75,0.82,10.28,213398925331.0,211036735.59,1463920.3,10012128070.5,2195264.88,1571.1,216812.0,364414.0,15743825.0,56.79,93994828.71,31.7815660083,664.743,1
10,2016-07-07,9.56,0.79,11.19,213398925331.0,183599980.66,1485136.53,10643343672.0,2367306.17,1533.5,214691.0,373956.0,15740400.0,55.67,27360174.45,24.1977632793,639.761,0
11,2016-07-06,8.51,0.78,11.43,213398925331.0,195754949.85,1538177.12,10505010226.0,2420500.04,1482.47,214959.0,383808.0,15736900.0,55.87,31161665.02,79.9596643707,676.113,1
12,2016-07-05,7.63,0.73,12.12,209557682217.0,163158062.18,1601825.83,10651112509.5,2555599.5,1416.55,213900.0,403350.0,15733275.0,55.14,33361880.2,86.2609037757,668.092,0
13,2016-07-04,8.25,0.61,14.51,209453158595.0,152391217.72,1603443.84,10380054345.0,2541313.4,1150.17,177127.0,352911.0,15729500.0,45.47,57134569.79,47.5069837899,681.63,1
14,2016-07-03,8.09,0.69,13.38,209453158595.0,169860690.45,1551383.97,11079978477.0,2625265.08,1334.73,198875.0,344995.0,15725650.0,52.92,45483640.65,22.8726686808,659.688,0
15,2016-07-02,8.16,0.75,12.77,209453158595.0,195860775.88,1634679.75,10608368893.8,2649743.25,1340.18,210409.0,375377.0,15721925.0,58.85,61281896.96,40.5218975141,703.686,1
16,2016-07-01,9.43,0.79,11.11,209453158595.0,228428274.68,1561795.94,10633103644.5,2538866.97,1546.4,231960.0,402792.0,15718050.0,62.5,66687600.54,40.0972908921,676.523,1
17,2016-06-30,9.88,0.76,10.6,209453158595.0,199609619.18,1520148.05,10063752006.0,2340735.09,1535.01,224112.0,371774.0,15714300.0,61.68,68912927.9,37.022237576799995,672.485,1
18,2016-06-29,8.69,0.76,11.52,209453158595.0,204747904.48,1551383.97,10196368956.5,2418860.27,1429.91,213058.0,428929.0,15710650.0,58.5,55881769.63,30.9725560419,639.082,0
19,2016-06-28,8.91,0.77,11.16,209453158595.0,205564516.74,1530560.02,10188941395.5,2386530.51,1476.38,217029.0,379861.0,15706950.0,61.78,59731341.43,44.4449451828,646.304,0
20,2016-06-27,7.04,0.76,12.68,209453158595.0,161836641.19,1530560.02,9815960169.75,2297205.75,1250.03,183755.0,388840.0,15703275.0,55.03,50909007.76,31.8575889645,658.399,1
21,2016-06-26,7.78,0.79,13.27,209453158595.0,155484784.1,1728387.51,10441035606.2,2760622.54,1271.07,210998.0,409197.0,15699625.0,62.41,64948673.82,36.3892223974,630.246,0
22,2016-06-25,11.25,0.94,9.18,209453158595.0,219410250.61,1353556.48,10357666898.2,2149986.77,1837.59,238888.0,437104.0,15695575.0,74.41,117308802.54,33.6851337854,665.329,1
23,2016-06-24,9.78,0.91,9.27,209453158595.0,304840842.49,1457676.21,9820115706.5,2193393.94,1723.57,241300.0,431633.0,15692350.0,75.3,145480129.31,15.635975755899999,665.162,1
24,2016-06-23,12.63,0.94,8.27,209453158595.0,287826976.67,1343144.51,9256421500.0,1909240.0,1826.67,235641.0,422909.0,15688850.0,78.85,106868002.09,18.6652648044,625.495,1
25,2016-06-22,9.56,0.91,10.29,206307449112.0,314077556.88,1551383.97,10539955718.8,2506373.5,1665.53,248164.0,468641.0,15685625.0,76.28,149642818.36,21.103579046700002,602.887,0
26,2016-06-21,8.59,0.78,12.46,196061423939.0,217443810.71,1598387.66,11665765410.0,3057429.0,1520.32,249334.0,465928.0,15681900.0,76.77,36207387.18,16.9723617942,665.876,0
27,2016-06-20,6.0,0.72,15.75,196061423939.0,154471559.65,1725089.12,12010449024.0,3392968.32,1233.32,218298.0,414283.0,15677800.0,63.14,40868096.62,31.5114174135,727.949,0
28,2016-06-19,7.75,0.86,12.98,196061423939.0,207754751.11,1549656.33,11881985587.5,3016479.89,1486.1,236291.0,423334.0,15673375.0,70.82,85041797.51,44.483880256400006,764.045,1
29,2016-06-18,9.3,0.93,11.17,196061423939.0,311140005.17,1452193.67,11680772866.2,2779037.6,1703.03,253752.0,453509.0,15669425.0,78.9,128874495.58,41.8332860673,755.684,1
30,2016-06-17,9.66,0.95,10.91,196061423939.0,433827904.88,1452193.67,12027967803.0,2863856.69,1797.78,267870.0,471278.0,15665700.0,82.29,169439516.67,22.710770646900002,747.554,0
31,2016-06-16,14.13,0.91,10.42,196061423939.0,233609444.62,1500925.0,10889771217.5,2681772.09,1704.61,262510.0,445830.0,15661975.0,84.56,48065817.39,32.4440964407,768.242,1
32,2016-06-15,12.92,0.95,9.38,196061423939.0,249400335.6,1296253.41,10717864205.8,2277298.22,1861.89,247632.0,420352.0,15658175.0,69.86,84746672.71,44.1118696193,696.323,1
33,2016-06-14,9.7,0.9156027515530001,11.3715193501,196061423939.0,193653353.336,1569148.86592,11010699782.5,2830943.5,1561.20496894,251354.0,451922.0,15654875.0,38.86224972,146971122.839,27.051999653899998,685.989,0
34,2016-06-13,8.25,0.8300475342470001,11.708153494500001,196061423939.0,298940133.356,1422954.8722,10428630880.5,2467036.73097,1443.2260274,210711.0,411623.0,15650850.0,52.42482099,143472595.475,22.706285090799998,705.619,1
35,2016-06-12,7.61,0.6961208012819999,11.0934518568,196061423939.0,164458159.286,1520417.5346799998,9376115184.0,2364669.10434,1366.40384615,213159.0,374995.0,15647200.0,46.24529278,24538115.3284,23.861463915399998,675.343,1
36,2016-06-11,8.683333333330001,0.8226525416670001,9.2686709326,196061423939.0,221804836.82099998,1403462.33971,9064666618.0,2116658.57487,1585.88194444,228367.0,407301.0,15643300.0,52.81223012,24377615.4694,85.50995016510001,611.777,1
37,2016-06-10,7.083333333330001,0.7206210909090001,10.199949088099999,196061423939.0,211910903.354,1608133.9309200002,9023950503.0,2410788.5668200003,1432.44242424,236353.0,426447.0,15639700.0,53.21550949,30222288.2144,68.0655573303,579.131,1
38,2016-06-09,7.916666666669999,0.802240027778,9.18710735071,196422606560.0,178904099.276,1403462.33971,9047994541.0,2112419.15447,1596.75694444,229933.0,401953.0,15635575.0,50.40981971,28300189.1564,73.12082043630001,576.454,0
39,2016-06-08,9.933333333330001,0.802703760563,8.72785410376,199312067531.0,207725690.123,1406915.6396700002,9028090841.5,2169535.0617,1775.54285714,248576.0,424994.0,15631975.0,56.5104784,47316934.322,87.8133746915,583.105,1
40,2016-06-07,6.516666666669999,0.7054571,11.369485943699999,199312067531.0,178161282.107,1684335.62496,9134843637.5,2514600.5756599996,1301.00588235,221171.0,414350.0,15628475.0,52.13956486,34509545.4635,39.5693348977,577.856,0
41,2016-06-06,6.533333333330001,0.613488467836,13.0133176756,199312067531.0,139945580.813,1694243.48158,8968617634.5,2479401.3901,1120.75294118,190528.0,368586.0,15624225.0,44.3641164,30675648.696,58.8065958928,585.531,1
42,2016-06-05,10.616666666699999,0.8405560084029999,8.81459901758,199312067531.0,134268325.307,1179034.93747,8961804456.5,1733523.1157900002,1652.64705882,196665.0,368869.0,15619975.0,46.44371282,45168189.7968,35.1192917997,574.106,1
43,2016-06-04,9.63333333333,0.832558443662,8.72491744389,199312067531.0,162425728.921,1406915.6396700002,8870456000.0,2047467.65164,1652.59859155,234669.0,402066.0,15617000.0,54.69656979,60092817.477,31.664938994699998,573.45,1
44,2016-06-03,9.86666666667,0.826838398551,8.19810523257,199312067531.0,189861752.02400002,1367284.2132,8431106865.5,1894573.9211400002,1674.63043478,231099.0,392655.0,15613450.0,58.53519721,26922628.8648,31.0640883842,570.471,1
45,2016-06-02,10.85,0.840414423611,8.41596420618,199312067531.0,194100011.17,1426731.3529100001,8421126700.0,1972575.7704599998,1639.05594406,234385.0,405301.0,15610000.0,56.18497783,34219344.816,84.8357758417,538.145,1
46,2016-06-01,9.51666666667,0.867019984252,7.96380582337,199312067531.0,220052229.094,1258297.7904100001,8289352638.75,1714201.23967,1694.87401575,215249.0,392767.0,15606425.0,52.33924442,59032595.9724,44.315456993999994,536.424,1
47,2016-05-31,9.46666666667,0.892476613793,9.15064755322,199312067531.0,232301687.268,1436639.20952,8194046737.5,1934163.22268,1467.84027778,211369.0,403738.0,15603250.0,57.85196125,41187985.5816,35.5145436693,531.797,0
48,2016-05-30,7.766666666669999,0.68007829932,10.6676899478,199312067531.0,207196704.965,1456454.92276,7989516744.0,1906764.23665,1215.93197279,178742.0,354651.0,15599650.0,47.98546674,72487384.5528,42.5067379488,532.586,1
49,2016-05-29,9.11666666667,0.86336475188,9.13953961799,199312067531.0,259939042.623,1317744.93011,8147805219.25,1764424.68141,1451.53383459,193054.0,377266.0,15595975.0,52.34180926,68432471.5568,45.578734957200005,524.083,0
50,2016-05-28,11.0166666667,0.9481306187049999,7.745604156810001,199312067531.0,336430109.307,1377192.06982,7333067368.5,1667597.5925399999,1548.89208633,215296.0,407566.0,15592650.0,70.89209327,62133880.5648,42.8920798348,525.433,1
51,2016-05-27,9.85,0.8230840583939999,7.1575319512,199312067531.0,166731059.546,1357376.35658,7053945795.75,1575322.67973,1630.31851852,220093.0,364137.0,15589175.0,55.65651605,16430495.235,42.5715256324,473.467,1
52,2016-05-26,9.9,0.871456863309,6.38972863585,199312067531.0,171807424.322,1377192.06982,6981503252.0,1583655.90402,1795.97101449,247844.0,397464.0,15585800.0,59.87623565,17482963.7888,78.1547913025,453.819,1
53,2016-05-25,8.183333333330001,0.849967387755,6.7465375197,194770865921.0,147616919.97,1456454.92276,6939443749.0,1663136.18974,1676.98639456,246517.0,406728.0,15582350.0,59.53134626,15674746.7744,92.5229942581,449.234,1
54,2016-05-24,7.55,0.644258265193,9.091051786760001,194254820283.0,127147867.79,1747819.16826,6888422724.75,2025077.24076,1237.52777778,222755.0,414216.0,15578675.0,54.73645083,16267423.8436,91.7544836537,445.13,1
55,2016-05-23,6.75,0.603581788043,11.031988269400001,194254820283.0,84832969.4866,1776788.5467299998,6821488650.0,2033724.97348,1001.89130435,184348.0,338084.0,15574175.0,43.20770201,12185445.8837,69.8111993177,443.734,1
56,2016-05-22,8.566666666669999,0.891297453901,8.3042344287,194254820283.0,101887191.73,1361560.78853,6911178646.75,1589937.02795,1357.87943262,191461.0,354128.0,15569575.0,56.82664163,11310985.6272,131.15831399799998,438.773,0
57,2016-05-21,8.01666666667,0.781658288591,7.95821636129,194254820283.0,155269360.777,1438812.4644799998,6868519562.5,1666418.67319,1405.34228188,209396.0,354677.0,15566050.0,51.58622819,25045661.4336,97.4445769303,443.135,1
58,2016-05-20,11.6166666667,0.9558356033059999,6.2108673341400005,194254820283.0,161110261.373,1168431.59867,6876524547.75,1361086.73281,1826.21666667,219146.0,372460.0,15562325.0,54.98968957,26518499.388,73.4603777549,442.953,1
59,2016-05-19,9.96666666667,0.8743317337659999,7.529982603220001,194254820283.0,156226625.289,1487094.7619399999,7046818292.5,1770178.4303,1536.49673203,235084.0,412831.0,15559325.0,58.26811656,14866087.635,69.0894587519,436.729,0
60,2016-05-18,7.783333333330001,0.867932744681,6.80103818021,194254820283.0,144340458.95700002,1361560.78853,7044930395.0,1622904.53679,1692.38297872,238626.0,393224.0,15555500.0,58.440872600000006,16508087.6112,104.89560873100001,453.378,1
61,2016-05-17,10.9,0.9067635744679999,6.801159984169999,194254820283.0,138501762.632,1361560.78853,7074282388.0,1630979.37464,1700.77304965,239809.0,424856.0,15551975.0,60.51568467,17875806.6495,72.8734341562,452.746,0
62,2016-05-16,8.583333333330001,0.7776969568350001,8.03913684977,194254820283.0,97252822.4613,1342247.8695399999,7106885526.0,1609202.06235,1440.07913669,200171.0,353892.0,15548450.0,45.61359577,9548354.6085,116.98886717399999,453.41,0
63,2016-05-15,9.816666666669999,0.812342930556,7.86734499349,194254820283.0,103526313.047,1390530.16701,7083067858.75,1662212.6502200002,1467.22222222,211280.0,369111.0,15544975.0,48.00318276,10458258.4269,127.732321925,457.848,1
64,2016-05-14,7.966666666669999,0.7626939013160001,7.57132359143,194254820283.0,139340132.889,1467781.84295,7099610927.5,1757652.4864599998,1527.27631579,232146.0,378733.0,15541375.0,47.58216903,15841283.8822,151.455827832,455.753,1
65,2016-05-13,8.28333333333,0.779993971223,7.01084813517,194254820283.0,158093082.941,1342247.8695399999,7064935352.5,1601340.81171,1643.23021583,228409.0,377121.0,15537575.0,46.75238994,22652718.674000002,79.6164616092,455.735,1
66,2016-05-12,9.48333333333,0.813015774436,6.50717315332,190502504491.0,143001664.20700002,1284309.11259,7029335591.0,1525359.47321,1762.4962406,234412.0,383199.0,15534100.0,45.88566709,20927427.4956,101.72527458100001,454.818,1
67,2016-05-11,7.833333333330001,0.726908981013,7.32190507036,178659257772.0,153374229.55200002,1403229.58036,6988848750.0,1799145.8357900002,1555.19620253,245721.0,405856.0,15530775.0,48.10185732,28095275.360999998,62.4253756984,452.113,1
68,2016-05-10,7.0,0.6378895375720001,8.90033922978,178659257772.0,138359065.877,1536447.57849,7167648224.75,2015490.7189200001,1324.2748537999998,226451.0,405580.0,15526825.0,40.4654474,23824164.1218,57.8254667814,450.987,0
69,2016-05-09,6.86666666667,0.584654595092,10.138203447,178659257772.0,72466700.7719,1447635.57974,7106510950.0,1881265.3080400003,1138.41717791,185562.0,349946.0,15522500.0,34.18113678,12940418.121,82.54159652979999,461.491,1
70,2016-05-08,7.93333333333,0.646522553333,8.60462448161,178659257772.0,101572175.71700001,1332179.98135,7123543384.0,1738667.632,1347.08,202062.0,337042.0,15518350.0,37.61683514,15060351.768,104.27045705,459.437,0
71,2016-05-07,6.516666666669999,0.6858892777779999,8.091535495610001,178659257772.0,150104442.866,1438754.37986,7150834286.0,1887205.0067099999,1439.7037037,233232.0,375533.0,15514600.0,44.519552000000004,32475379.4496,61.6427025309,459.465,0
72,2016-05-06,7.333333333330001,0.706327083333,7.705952730630001,178659257772.0,129129621.373,1385467.18061,6956636780.5,1769132.6279,1481.16129032,229580.0,374537.0,15510550.0,44.25636722,19214683.7397,63.168838603699996,460.374,1
73,2016-05-05,7.35,0.7087220119050001,8.13130976863,178659257772.0,193746215.118,1492041.57911,6937221194.75,1900230.17376,1399.35928144,233693.0,394207.0,15506675.0,47.17185349,18922797.276,122.24443128799999,448.527,1
74,2016-05-04,7.341666666669999,0.778229668874,7.311298808130001,178659257772.0,145137873.759,1341061.18123,6991007400.0,1722607.80088,1560.32450331,235609.0,374677.0,15502500.0,44.86828296,23866897.4145,110.181016191,446.962,0
75,2016-05-03,8.25,0.751085471338,7.87515435345,178659257772.0,143257803.931,1394348.3804799998,6879884027.5,1762341.41699,1425.38216561,223785.0,391943.0,15498725.0,45.13159943,34283316.48,42.3453882097,450.274,1
76,2016-05-02,7.55,0.6257176,9.228983546539999,178659257772.0,85326421.8447,1376585.98073,7002100120.0,1766704.3203099999,1235.03225806,191430.0,370083.0,15494800.0,34.50281105,10517715.5446,45.2148887013,444.513,0
77,2016-05-01,7.31666666667,0.757548506849,7.65117594685,178659257772.0,121654247.29200001,1296655.18185,6927076932.25,1650450.46585,1477.47945205,215712.0,371890.0,15490925.0,40.87923127,17046473.3408,108.52284156299999,453.042,1
78,2016-04-30,7.43333333333,0.812847462025,6.96721952845,178659257772.0,200081325.409,1403229.58036,7064675364.0,1824603.31899,1657.49367089,261884.0,426515.0,15487275.0,49.919587400000005,21063414.658,75.3109624759,449.333,0
79,2016-04-29,10.0,0.898219029412,6.26112759841,178666121339.0,171720826.015,1207843.18309,6967496250.0,1552496.67705,1836.72592593,247958.0,374956.0,15483325.0,49.62034503,38051508.648,84.96276640939999,456.35,1
80,2016-04-28,10.366666666699999,0.8753433178290001,6.11105680011,178678307671.0,167458968.151,1145796.9438200002,6924336434.5,1463200.88494,1856.08527132,239435.0,392821.0,15479950.0,46.11149971,42654741.3584,34.0525438054,449.856,1
81,2016-04-27,7.75,0.813179688742,7.67590591773,178678307671.0,170332016.496,1341204.17454,7242797765.5,1924687.3534400002,1660.55629139,250744.0,436154.0,15476725.0,337.75639818,34854624.5998,57.9489383683,445.012,0
82,2016-04-26,9.683333333330001,0.8744850944879999,6.861612805499999,178678307671.0,168025613.115,1128032.65011,7177282587.0,1492839.92841,1713.1023622000002,217564.0,407004.0,15472950.0,43.29847026,36817995.5136,54.0427180052,467.803,1
83,2016-04-25,8.78333333333,0.72803980303,8.36069787833,178678307671.0,110486293.174,1172443.38437,7106814635.0,1531303.6199,1387.53787879,183155.0,376201.0,15469775.0,33.26865456,29353633.4626,41.626468072399994,462.51,1
84,2016-04-24,7.35,0.654661340278,8.85239234918,178678307671.0,100388767.668,1279029.14659,6979865502.75,1639604.70135,1286.22222222,185216.0,366327.0,15466475.0,33.15097021,16802671.908,47.9343148677,460.327,1
85,2016-04-23,8.6,0.774912097902,7.6691722782200005,178678307671.0,147227705.486,1270146.99973,6915770843.75,1618011.2905700002,1475.35664336,210976.0,359204.0,15462875.0,42.68874359,23844241.7205,106.65607101399999,452.584,1
86,2016-04-22,7.8,0.731790456954,8.09153110928,178678307671.0,156462733.139,1341204.17454,6972144300.0,1721837.3624,1409.2384106,212795.0,401733.0,15459300.0,42.82120266,29501269.424000002,43.47660271229999,447.636,0
87,2016-04-21,7.36666666667,0.696925884848,8.50525073725,178678307671.0,138381943.03,1465554.23046,6836596928.5,1843768.2548200001,1313.81818182,216780.0,371250.0,15455525.0,43.21507171,35503227.4272,65.9330227919,451.102,1
88,2016-04-20,8.11666666667,0.758763033333,7.151743585239999,178678307672.0,118542250.0,1332322.0277,6636133517.25,1629131.43,1372.0,227795.0,389402.0,15450475.0,43.21915871,17920859.9415,39.8206661854,442.156,1
89,2016-04-19,8.73333333333,0.7836681333329999,7.19056097261,178678307672.0,104817236.0,1199089.82493,6600076658.0,1460870.32,1284.0,203165.0,398662.0,15446725.0,44.35972629,17694903.8592,93.8837872366,436.105,1
90,2016-04-18,7.166666666669999,0.65297720915,8.57743020086,178678307672.0,79440650.0,1358968.46825,6574388528.5,1642389.18,1514.0,191478.0,351044.0,15443350.0,33.55790316,12692790.0046,77.9833415076,429.054,1
91,2016-04-17,7.966666666669999,0.70813793007,8.05037732127,178678307672.0,86155565.0,1270146.9997399999,6630195220.75,1550671.73,1303.0,192621.0,357397.0,15439525.0,36.73111423,13788621.1134,123.764947298,427.862,0
92,2016-04-16,8.2,0.7509087448280001,7.261979709480001,178678307672.0,120741023.0,1287911.29344,6623411785.5,1574760.3,1522.0,216850.0,367142.0,15435950.0,45.74093808,22879890.5172,88.7482779296,430.837,1
93,2016-04-15,7.38333333333,0.745873739394,7.675418119600001,178678307672.0,116332488.0,1465554.23047,6539602042.0,1767502.96,1518.0,230281.0,415731.0,15432325.0,46.24177359,12971709.8742,66.9394973432,429.98,1
94,2016-04-14,8.15,0.727886617834,7.56900961336,166851513283.0,131626794.0,1302194.693,6550968002.0,1685701.7,1504.0,222711.0,355716.0,15428200.0,45.40786925,16364789.57,68.1044969026,425.106,1
95,2016-04-13,7.533333333330001,0.7947789671050001,6.82629683597,166851513283.0,145387002.0,1260723.52444,6569044479.75,1639676.5,1251.0,240200.0,413984.0,15424275.0,50.12451616,25818110.244000003,65.6604854229,424.401,0
96,2016-04-12,8.28333333333,0.7499725099339999,7.39475241285,166851513283.0,111212456.0,1252429.2907200002,6487239627.75,1607456.49,1347.0,217378.0,414497.0,15420475.0,46.95261581,15796771.1496,65.6168118793,425.99,1
97,2016-04-11,6.233333333330001,0.566712890805,10.1727619976,166851513283.0,84161958.0,1443196.66613,6500143221.0,1848004.29,1495.0,181662.0,320083.0,15416700.0,33.20244548,9701992.4954,80.6224373781,422.99,1
98,2016-04-10,7.033333333330001,0.6350335061729999,8.2276034786,166851513283.0,100882908.0,1343665.8615700002,6438200965.5,1707680.24,1395.0,207555.0,375080.0,15412350.0,38.16326873,12511808.476,124.207462654,421.111,1
99,2016-04-09,7.8,0.735470765957,6.992214109660001,166851513283.0,123583371.0,1169486.95359,6505384260.0,1506409.6,1418.0,215441.0,370187.0,15408300.0,43.60850723,20186636.2392,46.475088004300005,418.419,1
100,2016-04-08,9.05,0.726767438356,7.08720933088,166851513283.0,159074674.0,1210958.12216,6475089075.75,1558583.64,1580.0,219915.0,372004.0,15404775.0,58.98751393,17028964.2194,80.1169512246,418.089,0
101,2016-04-07,7.266666666669999,0.715764606452,7.54970244985,166851513283.0,151503740.0,1285606.2255799999,6485259726.25,1650251.71,1439.0,218585.0,390324.0,15401125.0,44.9796096,15707133.7908,140.028453383,421.204,0
102,2016-04-06,8.63333333333,0.779196677852,7.345996843330001,166851513283.0,139881431.0,1235840.8233,6494098132.5,1591759.98,1044.0,216684.0,395942.0,15397250.0,49.25479625,18164095.9885,141.825133453,421.7,0
103,2016-04-05,6.966666666669999,0.665921579268,8.63709924918,166851513283.0,111607536.0,1360254.3290000001,6449733039.75,1735875.57,1281.0,200979.0,404374.0,15393525.0,43.71562192,15550675.1492,83.4970169434,422.653,1
104,2016-04-04,8.316666666669999,0.722675306122,8.798012301810001,166851513283.0,75942750.0,1219252.35587,6433856909.75,1554802.33,1527.0,176722.0,334761.0,15389425.0,44.75327221,10626132.6415,82.5285125054,419.416,1
105,2016-04-03,10.633333333300001,0.8255437133329999,8.091361955950001,166851513283.0,96731087.0,1244135.05701,6432320502.5,1591174.42,1506.0,196651.0,394636.0,15385750.0,56.17923879999999,13685333.025,147.764406931,419.385,0
106,2016-04-02,8.63333333333,0.7316080583939999,7.08893901703,166851513283.0,120362457.0,1136310.01874,6402757500.0,1444803.75,1410.0,203811.0,332670.0,15382000.0,46.0506966,16409420.6304,86.0081467007,419.686,1
107,2016-04-01,9.316666666669999,0.837658632,6.322653606159999,165496835118.0,122664433.0,1028361.5370700001,6411943060.5,1321282.86,1454.0,208976.0,337655.0,15378575.0,44.51090066,18808489.1414,76.770599862,417.009,1
108,2016-03-31,8.5,0.807927735849,7.9889267265,165496835118.0,156573869.0,1308075.87516,6340066807.5,1660945.8,1225.0,207906.0,402557.0,15375450.0,53.24548332,19975338.1149,76.2991198761,415.161,1
109,2016-03-30,7.0,0.6978397,9.28171767245,165496835118.0,117297491.0,1398571.69042,6363790650.0,1780614.0,1202.0,191841.0,341678.0,15371475.0,51.72376838,30415319.922,80.3161142144,412.69,0
110,2016-03-29,9.2,0.748369746479,8.379880419189998,165496835118.0,120905357.0,1168218.7061100001,6499721486.0,1519272.32,1311.0,181300.0,349278.0,15367225.0,42.52494951,19238321.7855,49.8372393763,415.553,0
111,2016-03-28,7.283333333330001,0.613853647059,10.196514868200001,165496835118.0,115335330.0,1258714.5213799998,6557216490.0,1646594.4,1487.0,161486.0,310868.0,15363675.0,33.37519025,25434491.6184,77.6003614908,422.756,0
112,2016-03-27,7.766666666669999,0.612112346939,9.494380411089999,165496835118.0,100661549.0,1209353.1676,6385243243.5,1541868.39,1671.0,162398.0,323407.0,15359850.0,34.69582617,12371345.8365,62.9961600683,425.378,1
113,2016-03-26,7.266666666669999,0.641121227586,8.77453081349,165496835118.0,132338613.0,1192899.383,6394925517.0,1523337.52,1307.0,173609.0,326933.0,15356175.0,33.72267197,14830264.68,159.10108564799998,416.73,1
114,2016-03-25,7.86666666667,0.6805337350990001,8.14421678591,165496835118.0,139400527.0,1242260.73678,6393876498.5,1588000.11,1128.0,194985.0,381250.0,15352550.0,38.93741911,17536542.0868,126.645511899,415.687,1
115,2016-03-24,7.65,0.6589215298009999,8.47933169041,165496835118.0,111018758.0,1242260.73678,6412718195.0,1593071.4,1276.0,187877.0,322191.0,15348775.0,38.7057276,16895793.7908,89.8577410366,414.341,0
116,2016-03-23,7.266666666669999,0.727109114094,7.43528752233,165496835118.0,123716357.0,1225806.9521899999,6373545750.0,1565038.8,1055.0,210488.0,399764.0,15345000.0,43.74554841,21365652.9856,60.2733566372,417.386,1
117,2016-03-22,9.166666666669999,0.784259230159,6.915689644239999,165496835118.0,95667032.0,1036588.42937,6297439974.75,1308642.12,1104.0,189228.0,375082.0,15341275.0,38.65376627,18209312.2497,79.3482243192,416.926,1
118,2016-03-21,7.61666666667,0.625000602649,8.88710348198,165496835118.0,70623066.0,1242260.73678,6300441606.25,1563801.39,1197.0,175963.0,352210.0,15338125.0,32.8533328,13576322.2292,61.6627084308,411.423,1
119,2016-03-20,8.05,0.681470185185,7.329538713250001,165496835118.0,92984532.0,1110630.46004,6219459016.5,1384278.67,1291.0,188863.0,350288.0,15334350.0,38.06506394,15007027.5693,79.3383832292,410.751,1
120,2016-03-19,8.816666666669999,0.735858463768,7.013400465669999,165496835118.0,121630357.0,1135311.13693,6268375748.25,1427774.04,1244.0,203578.0,364177.0,15330975.0,42.58594292,28073923.8525,53.8453188162,408.52,1
121,2016-03-18,7.7,0.7541426444439999,6.9195858397,158427203767.0,115249577.0,1063186.96715,6416715066.0,1432167.44,1412.0,206973.0,394142.0,15327525.0,46.26447738,18657007.429,58.313752872200006,408.036,0
122,2016-03-17,7.1,0.634046052941,8.27846545633,158427203767.0,106343004.0,1338828.03271,6374693158.5,1787925.02,1501.0,215973.0,369886.0,15324150.0,48.1134711,19419077.2239,66.0268013561,418.452,1
123,2016-03-16,7.1,0.691423019737,8.06155880553,158427203767.0,117684224.0,1197069.7704200002,6354388122.0,1593584.76,1165.0,197677.0,367761.0,15319900.0,42.7063754,20597238.3355,61.758206799999996,416.253,1
124,2016-03-15,8.4,0.691423019737,8.06155880553,158427203767.0,117684224.0,1197069.7704200002,6354388122.0,1593584.76,1165.0,197677.0,367761.0,15319900.0,42.7063754,20597238.3355,62.3740510064,415.383,1
125,2016-03-14,7.6,0.734625986755,8.43235639084,158427203767.0,112266995.0,1189194.31141,6339180629.0,1580232.02,1398.0,187401.0,393384.0,15316100.0,43.83967453,20282050.7868,62.164207506000004,415.091,1
126,2016-03-13,7.166666666669999,0.5706659465649999,9.65660704668,158427203767.0,70582774.0,1031685.1310899999,6315415323.0,1362701.76,1475.0,141116.0,310285.0,15312325.0,29.31003112,14705841.4384,55.5021696719,412.291,1
